carat,cut,color,clarity,depth,table,price,x,y,z,volume,price_per_carat
0.23,Very Good,F,VS1,59.8,57.0,402,4.04,4.06,2.42,39.694,1747.83
0.23,Very Good,E,VS1,60.7,59.0,402,3.97,4.01,2.42,38.526,1747.83
0.23,Very Good,E,VS1,59.5,58.0,402,4.01,4.06,2.4,39.073,1747.83
0.23,Very Good,D,VS1,61.9,58.0,402,3.92,3.96,2.44,37.877,1747.83
0.23,Good,F,VS1,58.2,59.0,402,4.06,4.08,2.37,39.259,1747.83
0.23,Good,E,VS1,64.1,59.0,402,3.83,3.85,2.46,36.274,1747.83
0.31,Good,H,SI1,64.0,54.0,402,4.29,4.31,2.75,50.847,1296.77
0.26,Very Good,D,VS2,60.8,59.0,403,4.13,4.16,2.52,43.296,1550.0
0.33,Ideal,I,SI2,61.8,55.0,403,4.49,4.51,2.78,56.295,1221.21
0.33,Ideal,I,SI2,61.2,56.0,403,4.49,4.5,2.75,55.564,1221.21
0.33,Ideal,J,SI1,61.1,56.0,403,4.49,4.55,2.76,56.385,1221.21
0.26,Good,D,VS2,65.2,56.0,403,3.99,4.02,2.61,41.864,1550.0
0.26,Good,D,VS1,58.4,63.0,403,4.19,4.24,2.46,43.703,1550.0
0.32,Good,H,SI2,63.1,56.0,403,4.34,4.37,2.75,52.156,1259.38
0.29,Premium,F,SI1,62.4,58.0,403,4.24,4.26,2.65,47.865,1389.66
0.32,Very Good,H,SI2,61.8,55.0,403,4.35,4.42,2.71,52.105,1259.38
0.32,Good,H,SI2,63.8,56.0,403,4.36,4.38,2.79,53.28,1259.38
0.25,Very Good,E,VS2,63.3,60.0,404,4.0,4.03,2.54,40.945,1616.0
0.29,Very Good,H,SI2,60.7,60.0,404,4.33,4.37,2.64,49.954,1393.1
0.24,Very Good,F,SI1,60.9,61.0,404,4.02,4.03,2.45,39.691,1683.33
0.23,Ideal,G,VS1,61.9,54.0,404,3.93,3.95,2.44,37.877,1756.52
0.32,Ideal,I,SI1,60.9,55.0,404,4.45,4.48,2.72,54.226,1262.5
0.22,Premium,E,VS2,61.6,58.0,404,3.93,3.89,2.41,36.843,1836.36
0.22,Premium,D,VS2,59.3,62.0,404,3.91,3.88,2.31,35.045,1836.36
0.3,Ideal,I,SI2,61.0,59.0,405,4.3,4.33,2.63,48.968,1350.0
0.3,Premium,J,SI2,59.3,61.0,405,4.43,4.38,2.61,50.643,1350.0
0.3,Very Good,I,SI1,62.6,57.0,405,4.25,4.28,2.67,48.567,1350.0
0.3,Very Good,I,SI1,63.0,57.0,405,4.28,4.32,2.71,50.107,1350.0
0.3,Good,I,SI1,63.2,55.0,405,4.25,4.29,2.7,49.228,1350.0
0.35,Ideal,I,VS1,60.9,57.0,552,4.54,4.59,2.78,57.931,1577.14
0.3,Premium,D,SI1,62.6,59.0,552,4.23,4.27,2.66,48.045,1840.0
0.3,Ideal,D,SI1,62.5,57.0,552,4.29,4.32,2.69,49.853,1840.0
0.3,Ideal,D,SI1,62.1,56.0,552,4.3,4.33,2.68,49.899,1840.0
0.42,Premium,I,SI2,61.5,59.0,552,4.78,4.84,2.96,68.48,1314.29
0.28,Ideal,G,VVS2,61.4,56.0,553,4.19,4.22,2.58,45.619,1975.0
0.32,Ideal,I,VVS1,62.0,55.3,553,4.39,4.42,2.73,52.972,1728.12
0.31,Very Good,G,SI1,63.3,57.0,553,4.33,4.3,2.73,50.83,1783.87
0.31,Premium,G,SI1,61.8,58.0,553,4.35,4.32,2.68,50.363,1783.87
0.24,Premium,E,VVS1,60.7,58.0,553,4.01,4.03,2.44,39.431,2304.17
0.24,Very Good,D,VVS1,61.5,60.0,553,3.97,4.0,2.45,38.906,2304.17
0.3,Very Good,H,SI1,63.1,56.0,554,4.29,4.27,2.7,49.459,1846.67
0.3,Premium,H,SI1,62.9,59.0,554,4.28,4.24,2.68,48.634,1846.67
0.3,Premium,H,SI1,62.5,57.0,554,4.29,4.25,2.67,48.681,1846.67
0.3,Good,H,SI1,63.7,57.0,554,4.28,4.26,2.72,49.593,1846.67
0.26,Very Good,F,VVS2,59.2,60.0,554,4.19,4.22,2.49,44.028,2130.77
0.26,Very Good,E,VVS2,59.9,58.0,554,4.15,4.23,2.51,44.062,2130.77
0.26,Very Good,D,VVS2,62.4,54.0,554,4.08,4.13,2.56,43.137,2130.77
0.26,Very Good,D,VVS2,62.8,60.0,554,4.01,4.05,2.53,41.088,2130.77
0.26,Very Good,E,VVS1,62.6,59.0,554,4.06,4.09,2.55,42.344,2130.77
0.26,Very Good,E,VVS1,63.4,59.0,554,4.0,4.04,2.55,41.208,2130.77
0.26,Very Good,D,VVS1,62.1,60.0,554,4.03,4.12,2.53,42.007,2130.77
0.26,Ideal,E,VVS2,62.9,58.0,554,4.02,4.06,2.54,41.456,2130.77
0.38,Ideal,I,SI2,61.6,56.0,554,4.65,4.67,2.87,62.323,1457.89
0.26,Good,E,VVS1,57.9,60.0,554,4.22,4.25,2.45,43.941,2130.77
0.24,Premium,G,VVS1,62.3,59.0,554,3.95,3.92,2.45,37.936,2308.33
0.24,Premium,H,VVS1,61.2,58.0,554,4.01,3.96,2.44,38.746,2308.33
0.24,Premium,H,VVS1,60.8,59.0,554,4.02,4.0,2.44,39.235,2308.33
0.24,Premium,H,VVS2,60.7,58.0,554,4.07,4.04,2.46,40.449,2308.33
0.32,Premium,I,SI1,62.9,58.0,554,4.35,4.33,2.73,51.421,1731.25
0.7,Ideal,E,SI1,62.5,57.0,2757,5.7,5.72,3.57,116.396,3938.57
0.86,Fair,E,SI2,55.1,69.0,2757,6.45,6.33,3.52,143.716,3205.81
0.7,Ideal,G,VS2,61.6,56.0,2757,5.7,5.67,3.5,113.116,3938.57
0.71,Very Good,E,VS2,62.4,57.0,2759,5.68,5.73,3.56,115.865,3885.92
0.78,Very Good,G,SI2,63.8,56.0,2759,5.81,5.85,3.72,126.437,3537.18
0.7,Good,E,VS2,57.5,58.0,2759,5.85,5.9,3.38,116.661,3941.43
0.7,Good,F,VS1,59.4,62.0,2759,5.71,5.76,3.4,111.825,3941.43
0.96,Fair,F,SI2,66.3,62.0,2759,6.27,5.95,4.07,151.837,2873.96
0.73,Very Good,E,SI1,61.6,59.0,2760,5.77,5.78,3.56,118.728,3780.82
0.8,Premium,H,SI1,61.5,58.0,2760,5.97,5.93,3.66,129.572,3450.0
0.75,Very Good,D,SI1,63.2,56.0,2760,5.8,5.75,3.65,121.728,3680.0
0.75,Premium,E,SI1,59.9,54.0,2760,6.0,5.96,3.58,128.021,3680.0
0.74,Ideal,G,SI1,61.6,55.0,2760,5.8,5.85,3.59,121.809,3729.73
0.75,Premium,G,VS2,61.7,58.0,2760,5.85,5.79,3.59,121.599,3680.0
0.8,Ideal,I,VS1,62.9,56.0,2760,5.94,5.87,3.72,129.708,3450.0
0.75,Ideal,G,SI1,62.2,55.0,2760,5.87,5.8,3.63,123.587,3680.0
0.8,Premium,G,SI1,63.0,59.0,2760,5.9,5.81,3.69,126.49,3450.0
0.74,Ideal,I,VVS2,62.3,55.0,2761,5.77,5.81,3.61,121.021,3731.08
0.81,Ideal,F,SI2,58.8,57.0,2761,6.14,6.11,3.6,135.055,3408.64
0.59,Ideal,E,VVS2,62.0,55.0,2761,5.38,5.43,3.35,97.865,4679.66
0.8,Ideal,F,SI2,61.4,57.0,2761,5.96,6.0,3.67,131.239,3451.25
0.74,Ideal,E,SI2,62.2,56.0,2761,5.8,5.84,3.62,122.617,3731.08
0.9,Premium,I,VS2,63.0,58.0,2761,6.16,6.12,3.87,145.896,3067.78
0.74,Very Good,G,SI1,62.2,59.0,2762,5.73,5.82,3.59,119.721,3732.43
0.73,Ideal,F,VS2,62.6,56.0,2762,5.77,5.74,3.6,119.231,3783.56
0.73,Ideal,F,VS2,62.7,53.0,2762,5.8,5.75,3.62,120.727,3783.56
0.8,Premium,F,SI2,61.7,58.0,2762,5.98,5.94,3.68,130.718,3452.5
0.71,Ideal,G,VS2,62.4,54.0,2762,5.72,5.76,3.58,117.951,3890.14
0.7,Ideal,E,VS2,60.7,58.0,2762,5.73,5.76,3.49,115.187,3945.71
0.8,Ideal,F,SI2,59.9,59.0,2762,6.01,6.07,3.62,132.06,3452.5
0.71,Ideal,D,SI2,62.3,56.0,2762,5.73,5.69,3.56,116.069,3890.14
0.74,Ideal,E,SI1,62.3,54.0,2762,5.8,5.83,3.62,122.407,3732.43
0.7,Very Good,F,VS2,61.7,63.0,2762,5.64,5.61,3.47,109.792,3945.71
0.7,Fair,F,VS2,64.5,57.0,2762,5.57,5.53,3.58,110.272,3945.71
0.7,Fair,F,VS2,65.3,55.0,2762,5.63,5.58,3.66,114.98,3945.71
0.7,Premium,F,VS2,61.6,60.0,2762,5.65,5.59,3.46,109.279,3945.71
0.91,Premium,H,SI1,61.4,56.0,2763,6.09,5.97,3.7,134.522,3036.26
0.61,Very Good,D,VVS2,59.6,57.0,2763,5.56,5.58,3.32,103.002,4529.51
0.91,Fair,H,SI2,64.4,57.0,2763,6.11,6.09,3.93,146.235,3036.26
0.91,Fair,H,SI2,65.7,60.0,2763,6.03,5.99,3.95,142.673,3036.26
0.77,Ideal,H,VS2,62.0,56.0,2763,5.89,5.86,3.64,125.636,3588.31
0.71,Very Good,D,SI1,63.6,58.0,2764,5.64,5.68,3.6,115.327,3892.96
0.71,Ideal,D,SI1,61.9,59.0,2764,5.69,5.72,3.53,114.89,3892.96
0.7,Very Good,E,VS2,62.6,60.0,2765,5.62,5.65,3.53,112.088,3950.0
0.77,Very Good,H,VS1,61.3,60.0,2765,5.88,5.9,3.61,125.238,3590.91
0.63,Premium,E,VVS1,60.9,60.0,2765,5.52,5.55,3.37,103.243,4388.89
0.71,Very Good,F,VS1,60.1,62.0,2765,5.74,5.77,3.46,114.595,3894.37
0.71,Premium,F,VS1,61.8,59.0,2765,5.69,5.73,3.53,115.091,3894.37
0.76,Ideal,H,SI1,61.2,57.0,2765,5.88,5.91,3.61,125.45,3638.16
0.64,Ideal,G,VVS1,61.9,56.0,2766,5.53,5.56,3.43,105.462,4321.88
0.71,Premium,G,VS2,60.9,57.0,2766,5.78,5.75,3.51,116.655,3895.77
0.71,Premium,G,VS2,59.8,56.0,2766,5.89,5.81,3.5,119.773,3895.77
0.7,Very Good,D,VS2,61.8,55.0,2767,5.68,5.72,3.52,114.363,3952.86
0.7,Very Good,F,VS1,60.0,57.0,2767,5.8,5.87,3.5,119.161,3952.86
0.71,Ideal,D,SI2,61.6,55.0,2767,5.74,5.76,3.54,117.041,3897.18
0.7,Good,H,VVS2,62.1,64.0,2767,5.62,5.65,3.5,111.136,3952.86
0.71,Very Good,G,VS1,63.3,59.0,2768,5.52,5.61,3.52,109.005,3898.59
0.73,Very Good,D,SI1,60.2,56.0,2768,5.83,5.87,3.52,120.462,3791.78
0.7,Very Good,D,SI1,61.1,58.0,2768,5.66,5.73,3.48,112.863,3954.29
0.7,Ideal,E,SI1,60.9,57.0,2768,5.73,5.76,3.5,115.517,3954.29
0.71,Premium,D,SI2,61.7,59.0,2768,5.71,5.67,3.51,113.639,3898.59
0.74,Ideal,I,SI1,61.3,56.0,2769,5.82,5.86,3.57,121.756,3741.89
0.71,Premium,D,VS2,62.5,60.0,2770,5.65,5.61,3.52,111.572,3901.41
0.73,Premium,G,VS2,61.4,59.0,2770,5.83,5.76,3.56,119.548,3794.52
0.76,Very Good,F,SI1,62.9,57.0,2770,5.79,5.81,3.65,122.786,3644.74
0.76,Ideal,D,SI2,62.4,57.0,2770,5.78,5.83,3.62,121.985,3644.74
0.71,Ideal,F,SI1,60.7,56.0,2770,5.77,5.8,3.51,117.466,3901.41
0.73,Premium,G,VS2,60.7,58.0,2770,5.87,5.82,3.55,121.28,3794.52
0.73,Premium,G,VS1,61.5,58.0,2770,5.79,5.75,3.55,118.188,3794.52
0.73,Ideal,D,SI2,59.9,57.0,2770,5.92,5.89,3.54,123.436,3794.52
0.73,Premium,G,VS2,59.2,59.0,2770,5.92,5.87,3.49,121.279,3794.52
0.72,Very Good,H,VVS2,60.3,56.0,2771,5.81,5.83,3.51,118.892,3848.61
0.73,Very Good,F,SI1,61.7,60.0,2771,5.79,5.82,3.58,120.638,3795.89
0.71,Ideal,G,VS2,61.9,57.0,2771,5.73,5.77,3.56,117.701,3902.82
0.79,Ideal,F,SI2,61.9,55.0,2771,5.97,5.92,3.68,130.06,3507.59
0.73,Very Good,H,VVS1,60.4,59.0,2772,5.83,5.89,3.54,121.559,3797.26
0.8,Very Good,F,SI2,61.0,57.0,2772,6.01,6.03,3.67,133.002,3465.0
0.58,Ideal,G,VVS1,61.5,55.0,2772,5.39,5.44,3.33,97.641,4779.31
0.58,Ideal,F,VVS1,61.7,56.0,2772,5.33,5.37,3.3,94.453,4779.31
0.71,Good,E,VS2,59.2,61.0,2772,5.8,5.88,3.46,118.0,3904.23
0.75,Ideal,D,SI2,61.3,56.0,2773,5.85,5.89,3.6,124.043,3697.33
0.7,Premium,D,VS2,58.0,62.0,2773,5.87,5.78,3.38,114.679,3961.43
1.17,Very Good,J,I1,60.2,61.0,2774,6.83,6.9,4.13,194.635,2370.94
0.6,Ideal,E,VS1,61.7,55.0,2774,5.41,5.44,3.35,98.592,4623.33
0.7,Ideal,E,SI1,62.7,55.0,2774,5.68,5.74,3.58,116.719,3962.86
0.83,Good,I,VS2,64.6,54.0,2774,5.85,5.88,3.79,130.368,3342.17
0.74,Very Good,F,VS2,61.3,61.0,2775,5.8,5.84,3.57,120.923,3750.0
0.72,Very Good,G,VS2,63.7,56.4,2776,5.62,5.69,3.61,115.44,3855.56
0.71,Premium,E,VS2,62.7,58.0,2776,5.74,5.68,3.58,116.719,3909.86
0.71,Ideal,E,VS2,62.2,57.0,2776,5.79,5.62,3.55,115.516,3909.86
0.54,Ideal,E,VVS2,61.6,56.0,2776,5.25,5.27,3.24,89.643,5140.74
0.54,Ideal,E,VVS2,61.5,57.0,2776,5.24,5.26,3.23,89.027,5140.74
0.72,Ideal,G,SI1,61.8,56.0,2776,5.72,5.75,3.55,116.76,3855.56
0.72,Ideal,G,SI1,60.7,56.0,2776,5.79,5.82,3.53,118.953,3855.56
0.72,Good,G,VS2,59.7,60.5,2776,5.8,5.84,3.47,117.536,3855.56
0.71,Ideal,G,SI1,60.5,56.0,2776,5.8,5.76,3.5,116.928,3909.86
0.7,Very Good,D,VS1,62.7,58.0,2777,5.66,5.73,3.57,115.782,3967.14
0.71,Premium,F,VS2,62.1,58.0,2777,5.67,5.7,3.53,114.086,3911.27
0.71,Very Good,F,VS2,62.8,57.0,2777,5.64,5.69,3.56,114.246,3911.27
0.71,Good,F,VS2,63.8,58.0,2777,5.61,5.64,3.59,113.589,3911.27
0.71,Good,F,VS2,57.8,60.0,2777,5.87,5.9,3.4,117.752,3911.27
0.7,Ideal,E,VS2,62.1,55.0,2777,5.7,5.67,3.53,114.086,3967.14
0.7,Premium,E,VS2,61.1,60.0,2777,5.71,5.64,3.47,111.749,3967.14
0.7,Premium,E,SI1,60.0,59.0,2777,5.79,5.75,3.46,115.192,3967.14
0.7,Premium,E,SI1,61.2,57.0,2777,5.73,5.68,3.49,113.587,3967.14
0.7,Premium,E,SI1,62.7,59.0,2777,5.67,5.63,3.54,113.004,3967.14
0.7,Premium,E,SI1,61.0,57.0,2777,5.73,5.68,3.48,113.261,3967.14
0.7,Premium,E,SI1,61.0,58.0,2777,5.78,5.72,3.51,116.046,3967.14
0.7,Ideal,E,SI1,61.4,57.0,2777,5.76,5.7,3.52,115.569,3967.14
0.72,Premium,F,SI1,61.8,61.0,2777,5.82,5.71,3.56,118.307,3856.94
0.7,Very Good,E,SI1,59.9,63.0,2777,5.76,5.7,3.43,112.614,3967.14
0.7,Premium,E,SI1,61.3,58.0,2777,5.71,5.68,3.49,113.19,3967.14
0.7,Premium,E,SI1,60.5,58.0,2777,5.77,5.74,3.48,115.257,3967.14
0.7,Good,E,VS2,64.1,59.0,2777,5.64,5.59,3.6,113.499,3967.14
0.98,Fair,H,SI2,67.9,60.0,2777,6.05,5.97,4.08,147.363,2833.67
0.78,Premium,F,SI1,62.4,58.0,2777,5.83,5.8,3.63,122.745,3560.26
0.7,Very Good,E,SI1,63.2,60.0,2777,5.6,5.51,3.51,108.305,3967.14
0.52,Ideal,F,VVS1,61.3,55.0,2778,5.19,5.22,3.19,86.423,5342.31
0.73,Very Good,H,VS2,60.8,56.0,2779,5.82,5.84,3.55,120.66,3806.85
0.74,Ideal,E,SI1,61.7,56.0,2779,5.84,5.8,3.59,121.6,3755.41
0.7,Very Good,F,VS2,63.6,57.0,2780,5.61,5.65,3.58,113.473,3971.43
0.77,Premium,G,VS2,61.2,58.0,2780,5.9,5.93,3.62,126.653,3610.39
0.71,Ideal,F,VS2,62.1,54.0,2780,5.68,5.72,3.54,115.013,3915.49
0.74,Ideal,G,VS1,61.5,55.0,2780,5.81,5.86,3.59,122.227,3756.76
0.7,Ideal,G,VS1,61.4,59.0,2780,5.64,5.73,3.49,112.787,3971.43
1.01,Premium,F,I1,61.8,60.0,2781,6.39,6.36,3.94,160.123,2753.47
0.77,Ideal,H,SI1,62.2,56.0,2781,5.83,5.88,3.64,124.781,3611.69
0.78,Ideal,H,SI1,61.2,56.0,2781,5.92,5.99,3.64,129.077,3565.38
0.72,Very Good,H,VS1,60.6,63.0,2782,5.83,5.76,3.51,117.869,3863.89
0.53,Very Good,D,VVS2,57.5,64.0,2782,5.34,5.37,3.08,88.321,5249.06
0.76,Ideal,G,VS2,61.3,56.0,2782,5.9,5.94,3.63,127.217,3660.53
0.7,Good,E,VS1,57.2,62.0,2782,5.81,5.77,3.31,110.963,3974.29
0.7,Premium,E,VS1,62.9,60.0,2782,5.62,5.54,3.51,109.283,3974.29
0.75,Very Good,D,SI2,63.1,58.0,2782,5.78,5.73,3.63,120.223,3709.33
0.72,Ideal,D,SI1,60.8,57.0,2782,5.76,5.75,3.5,115.92,3863.89
0.72,Premium,D,SI1,62.7,59.0,2782,5.73,5.69,3.58,116.721,3863.89
0.7,Premium,D,SI1,62.8,60.0,2782,5.68,5.66,3.56,114.45,3974.29
0.84,Fair,G,SI1,55.1,67.0,2782,6.39,6.2,3.47,137.474,3311.9
0.75,Premium,F,SI1,61.4,59.0,2782,5.88,5.85,3.6,123.833,3709.33
0.52,Ideal,F,IF,62.2,55.0,2783,5.14,5.18,3.21,85.467,5351.92
0.72,Very Good,F,VS2,63.0,54.0,2784,5.69,5.73,3.6,117.373,3866.67
0.79,Very Good,H,VS1,63.7,56.0,2784,5.85,5.92,3.75,129.87,3524.05
0.72,Very Good,F,VS2,63.6,58.0,2787,5.66,5.69,3.61,116.261,3870.83
0.51,Ideal,F,VVS1,62.0,57.0,2787,5.11,5.15,3.18,83.686,5464.71
0.64,Ideal,D,VS1,61.5,56.0,2787,5.54,5.55,3.41,104.847,4354.69
0.7,Very Good,H,VVS1,60.5,60.0,2788,5.74,5.77,3.48,115.257,3982.86
0.83,Very Good,I,VS1,61.1,60.0,2788,6.07,6.1,3.72,137.74,3359.04
0.76,Ideal,I,VVS2,61.8,56.0,2788,5.85,5.87,3.62,124.309,3668.42
0.71,Good,D,VS2,63.3,56.0,2788,5.64,5.68,3.58,114.686,3926.76
0.77,Good,G,VS1,59.4,64.0,2788,5.97,5.92,3.53,124.759,3620.78
0.71,Ideal,F,SI1,62.5,55.0,2788,5.71,5.65,3.55,114.528,3926.76
1.01,Fair,E,I1,64.5,58.0,2788,6.29,6.21,4.03,157.415,2760.4
1.01,Premium,H,SI2,62.7,59.0,2788,6.31,6.22,3.93,154.245,2760.4
0.77,Good,F,SI1,64.2,52.0,2789,5.81,5.77,3.72,124.708,3622.08
0.76,Good,E,SI1,63.7,54.0,2789,5.76,5.85,3.7,124.675,3669.74
0.76,Premium,E,SI1,60.4,58.0,2789,5.92,5.94,3.58,125.89,3669.74
0.76,Premium,E,SI1,61.8,58.0,2789,5.82,5.86,3.61,123.12,3669.74
1.05,Very Good,J,SI2,63.2,56.0,2789,6.49,6.45,4.09,171.209,2656.19
0.81,Ideal,G,SI2,61.6,56.0,2789,5.97,6.01,3.69,132.396,3443.21
0.7,Ideal,E,SI1,61.6,56.0,2789,5.72,5.75,3.53,116.102,3984.29
0.55,Ideal,G,IF,60.9,57.0,2789,5.28,5.3,3.22,90.108,5070.91
0.81,Good,G,SI2,61.0,61.0,2789,5.94,5.99,3.64,129.513,3443.21
0.63,Premium,E,VVS2,62.1,57.0,2789,5.48,5.41,3.38,100.206,4426.98
0.63,Premium,E,VVS1,60.9,60.0,2789,5.55,5.52,3.37,103.243,4426.98
0.77,Premium,H,VS1,61.3,60.0,2789,5.9,5.88,3.61,125.238,3622.08
1.05,Fair,J,SI2,65.8,59.0,2789,6.41,6.27,4.18,167.997,2656.19
0.64,Ideal,G,IF,61.3,56.0,2790,5.54,5.58,3.41,105.414,4359.38
0.76,Premium,I,VVS1,58.8,59.0,2790,6.0,5.94,3.51,125.096,3671.05
0.83,Ideal,F,SI2,62.3,55.0,2790,6.02,6.05,3.76,136.943,3361.45
0.71,Premium,F,VS1,60.1,62.0,2790,5.77,5.74,3.46,114.595,3929.58
0.71,Premium,F,VS1,61.8,59.0,2790,5.73,5.69,3.53,115.091,3929.58
0.87,Very Good,I,SI1,63.6,55.8,2791,6.07,6.1,3.87,143.294,3208.05
0.73,Ideal,E,SI1,62.2,56.0,2791,5.74,5.78,3.58,118.774,3823.29
0.71,Premium,E,SI1,59.2,59.0,2792,5.83,5.86,3.46,118.207,3932.39
0.71,Premium,E,SI1,61.8,59.0,2792,5.7,5.75,3.54,116.024,3932.39
0.71,Ideal,E,SI1,61.3,55.0,2792,5.72,5.77,3.52,116.175,3932.39
0.7,Premium,F,VS1,62.1,60.0,2792,5.71,5.65,3.53,113.883,3988.57
0.7,Premium,F,VS1,60.7,60.0,2792,5.78,5.75,3.5,116.322,3988.57
0.76,Premium,H,VVS2,59.6,57.0,2792,5.91,5.86,3.51,121.56,3673.68
0.7,Ideal,F,VS1,62.2,56.0,2792,5.73,5.68,3.55,115.54,3988.57
0.79,Very Good,G,SI1,60.6,57.0,2793,5.98,6.06,3.65,132.272,3535.44
0.7,Very Good,E,VS2,62.9,57.0,2793,5.66,5.69,3.57,114.973,3990.0
0.7,Good,E,VS2,64.1,55.0,2793,5.6,5.66,3.61,114.423,3990.0
0.76,Ideal,I,VS2,61.3,56.0,2793,5.87,5.91,3.61,125.237,3675.0
0.73,Ideal,H,VS2,62.7,55.0,2793,5.72,5.76,3.6,118.61,3826.03
0.79,Very Good,E,SI1,63.2,56.0,2794,5.91,5.86,3.72,128.833,3536.71
0.71,Very Good,E,VS2,60.7,56.0,2795,5.81,5.82,3.53,119.364,3936.62
0.81,Premium,I,VVS2,61.9,60.0,2795,5.91,5.86,3.64,126.063,3450.62
0.81,Ideal,F,SI2,62.6,55.0,2795,5.92,5.96,3.72,131.254,3450.62
0.72,Good,F,VS1,60.7,60.0,2795,5.74,5.72,3.48,114.258,3881.94
0.72,Premium,D,SI2,62.0,60.0,2795,5.73,5.69,3.54,115.417,3881.94
0.72,Premium,I,IF,63.0,57.0,2795,5.72,5.7,3.6,117.374,3881.94
0.81,Premium,H,VS2,58.0,59.0,2795,6.17,6.13,3.57,135.025,3450.62
0.72,Premium,G,VS2,62.9,57.0,2795,5.73,5.65,3.58,115.901,3881.94
1.0,Premium,I,SI2,58.2,60.0,2795,6.61,6.55,3.83,165.822,2795.0
0.73,Good,E,SI1,63.2,58.0,2796,5.7,5.76,3.62,118.852,3830.14
0.81,Very Good,H,SI2,61.3,59.0,2797,5.94,6.01,3.66,130.66,3453.09
0.81,Very Good,E,SI1,60.3,60.0,2797,6.07,6.1,3.67,135.889,3453.09
0.71,Premium,D,SI1,62.7,60.0,2797,5.67,5.71,3.57,115.581,3939.44
0.71,Premium,D,SI1,61.3,58.0,2797,5.73,5.75,3.52,115.975,3939.44
0.71,Premium,D,SI1,61.6,60.0,2797,5.74,5.69,3.52,114.965,3939.44
0.57,Ideal,F,VVS2,61.9,55.0,2797,5.34,5.35,3.31,94.563,4907.02
0.51,Ideal,D,VVS1,61.7,56.0,2797,5.12,5.16,3.17,83.749,5484.31
0.72,Ideal,G,VS2,61.9,58.0,2797,5.72,5.75,3.55,116.76,3884.72
0.74,Ideal,H,VS1,61.8,58.0,2797,5.77,5.81,3.58,120.015,3779.73
0.74,Ideal,H,VS1,61.6,56.0,2797,5.81,5.82,3.58,121.055,3779.73
0.7,Fair,G,VVS1,58.8,66.0,2797,5.81,5.9,3.44,117.92,3995.71
0.8,Premium,F,SI2,61.0,57.0,2797,6.03,6.01,3.67,133.002,3496.25
1.01,Fair,E,SI2,67.4,60.0,2797,6.19,6.05,4.13,154.666,2769.31
0.8,Very Good,H,VS2,63.4,60.0,2797,5.92,5.82,3.72,128.17,3496.25
